,close
2019-07-01 09:35:00,23.7477
2019-07-01 09:50:00,23.80007894736842
2019-07-01 10:05:00,23.806473684210527
2019-07-01 10:20:00,23.81286842105263
2019-07-01 10:35:00,23.819263157894735
2019-07-01 10:50:00,23.825657894736842
2019-07-01 11:05:00,23.818763636363634
2019-07-01 11:20:00,23.713766666666665
2019-07-01 11:35:00,23.6157
2019-07-01 11:50:00,23.6157
2019-07-01 12:05:00,23.6157
2019-07-01 12:20:00,23.6157
2019-07-01 12:35:00,23.61584643423138
2019-07-01 12:50:00,23.616160221870047
2019-07-01 13:05:00,23.616474009508718
2019-07-01 13:20:00,23.616787797147385
2019-07-01 13:35:00,23.617101584786056
2019-07-01 13:50:00,23.617415372424723
2019-07-01 14:05:00,23.61772916006339
2019-07-01 14:20:00,23.61804294770206
2019-07-01 14:35:00,23.61835673534073
2019-07-01 14:50:00,23.618670522979397
2019-07-01 15:05:00,23.618984310618067
2019-07-01 15:20:00,23.619298098256735
2019-07-01 15:35:00,23.619611885895406
2019-07-01 15:50:00,23.619925673534073
2019-07-01 16:05:00,23.62023946117274
2019-07-01 16:20:00,23.62055324881141
2019-07-01 16:35:00,23.62086703645008
2019-07-01 16:50:00,23.621180824088746
2019-07-01 17:05:00,23.621494611727417
2019-07-01 17:20:00,23.621808399366085
2019-07-01 17:35:00,23.622122187004756
2019-07-01 17:50:00,23.622435974643423
2019-07-02 09:05:00,23.641577020602217
2019-07-02 09:20:00,23.641890808240888
2019-07-02 09:35:00,23.642276
2019-07-02 09:50:00,23.642803999999998
2019-07-02 10:05:00,23.643332
2019-07-02 10:20:00,23.64386
2019-07-02 10:35:00,23.644388
2019-07-02 10:50:00,23.644916
2019-07-02 11:05:00,23.645444
2019-07-02 11:20:00,23.645972
2019-07-02 11:35:00,23.6465
2019-07-02 11:50:00,23.647028
2019-07-02 12:05:00,23.647555999999998
2019-07-02 12:20:00,23.648084
2019-07-02 12:35:00,23.648612
2019-07-02 12:50:00,23.64914
2019-07-02 13:05:00,23.649668
2019-07-02 13:20:00,23.650196
2019-07-02 13:35:00,23.650724
2019-07-02 13:50:00,23.652874015748033
2019-07-02 14:05:00,23.65583503937008
2019-07-02 14:20:00,23.658796062992128
2019-07-02 14:35:00,23.661757086614173
2019-07-02 14:50:00,23.66471811023622
2019-07-02 15:05:00,23.667679133858268
2019-07-02 15:20:00,23.670640157480314
2019-07-02 15:35:00,23.673601181102363
2019-07-02 15:50:00,23.67656220472441
2019-07-02 16:05:00,23.679523228346458
2019-07-02 16:20:00,23.682484251968503
2019-07-02 16:35:00,23.685445275590553
2019-07-02 16:50:00,23.6884062992126
2019-07-02 17:05:00,23.691367322834644
2019-07-02 17:20:00,23.694328346456693
2019-07-02 17:35:00,23.69728937007874
2019-07-02 17:50:00,23.700250393700788
2019-07-03 09:05:00,23.88087283464567
2019-07-03 09:20:00,23.883833858267714
2019-07-03 09:35:00,23.886794881889763
2019-07-03 09:50:00,23.88975590551181
2019-07-03 10:05:00,23.892716929133858
2019-07-03 10:20:00,23.895677952755904
2019-07-03 10:35:00,23.898638976377953
2019-07-03 10:50:00,23.9016
2019-07-03 11:05:00,23.84935
2019-07-03 11:20:00,23.838864516129032
2019-07-03 11:35:00,23.891025806451612
2019-07-03 11:50:00,23.916154545454546
2019-07-03 12:05:00,23.88721818181818
2019-07-03 12:20:00,23.85828181818182
2019-07-03 12:35:00,23.829345454545454
2019-07-03 12:50:00,23.841963157894735
2019-07-03 13:05:00,23.861585099213777
2019-07-03 13:20:00,23.86054784724822
2019-07-03 13:35:00,23.859510595282664
2019-07-03 13:50:00,23.858473343317108
2019-07-03 14:05:00,23.857436091351552
2019-07-03 14:20:00,23.856398839385996
2019-07-03 14:35:00,23.85536158742044
2019-07-03 14:50:00,23.854324335454884
2019-07-03 15:05:00,23.853287083489327
2019-07-03 15:20:00,23.85224983152377
2019-07-03 15:35:00,23.851212579558215
2019-07-03 15:50:00,23.85017532759266
2019-07-03 16:05:00,23.849138075627103
2019-07-03 16:20:00,23.848100823661547
2019-07-03 16:35:00,23.847063571695994
2019-07-03 16:50:00,23.846026319730438
2019-07-03 17:05:00,23.84498906776488
2019-07-03 17:20:00,23.843951815799326
2019-07-03 17:35:00,23.84291456383377
