predictor_instances,abs_potential_threshold_steps,Mean,Median,StdDev,Min,Max,SharpeRatio,trading_quantity_per_leverage_factor,sell_opposite_direction_if_no_cash,sell_all_opposite_products_if_no_cash,include_open_leverage_category,precalculate_predictor_observations,leverage_categories,date
"[LSTM_c1_ValHR0.8000, LSTM_c2_ValHR0.9857, LSTM_d1_ValHR0.6036]","(0.0025, 0.04, 0.1)",0.2319077046798388,0.2003034584843453,0.1867619609812316,-0.107333220798743,0.9285429470250036,1.307311220565673,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_c1_ValHR0.8000, LSTM_d2_ValHR0.9541]","(0.0025, 0.04, 0.1)",0.1846751852335165,0.1503223374106977,0.21018845670793,-0.1931306161863315,1.5299047773539585,0.9411392831798348,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_c1_ValHR0.8000, LSTM_d2_ValHR0.9541]","(0.0025, 0.04, 0.1)",0.1846751852335165,0.1503223374106977,0.21018845670793,-0.1931306161863315,1.5299047773539585,0.9411392831798348,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_c1_ValHR0.8000, LSTM_d2_ValHR0.9541]","(0.0025, 0.04, 0.1)",0.1846751852335165,0.1503223374106977,0.21018845670793,-0.1931306161863315,1.5299047773539585,0.9411392831798348,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_c1_ValHR0.8000, LSTM_d2_ValHR0.9541, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.1704174782620349,0.1298995238305701,0.2113766485800525,-0.2211384295887773,1.5590831468875306,0.8678559528268288,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_c1_ValHR0.8000, LSTM_d1_ValHR0.6036, LSTM_d2_ValHR0.9541]","(0.0025, 0.04, 0.1)",0.1697200266213916,0.141103475967089,0.1947693053996467,-0.1921139729637112,1.2629472770566772,0.937460527687044,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_d2_ValHR0.9541],"(0.0025, 0.04, 0.1)",0.1696136841215119,0.1316928129891535,0.1887738796839808,-0.2345984872171352,0.9454485266809288,0.9416056340645902,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_d2_ValHR0.9541],"(0.0025, 0.04, 0.1)",0.1696136841215119,0.1316928129891535,0.1887738796839808,-0.2345984872171352,0.9454485266809288,0.9416056340645902,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_d2_ValHR0.9541],"(0.0025, 0.04, 0.1)",0.1696136841215119,0.1316928129891535,0.1887738796839808,-0.2345984872171352,0.9454485266809288,0.9416056340645902,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_d2_ValHR0.9541],"(0.0025, 0.04, 0.1)",0.1696136841215119,0.1316928129891535,0.1887738796839808,-0.2345984872171352,0.9454485266809288,0.9416056340645902,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_c1_ValHR0.8000, LSTM_d1_ValHR0.6036, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.1642366079481543,0.1243976901489639,0.2135464556687981,-0.161579251548172,1.3038266708738149,0.8257399863495598,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_c1_ValHR0.8000, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.1638146118232119,0.1304882425651736,0.2422301664502534,-0.2242028490975831,2.002197088255113,0.7426904712432508,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_c1_ValHR0.8000, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.1638146118232119,0.1304882425651736,0.2422301664502534,-0.2242028490975831,2.002197088255113,0.7426904712432508,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_c1_ValHR0.8000, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.1638146118232119,0.1304882425651736,0.2422301664502534,-0.2242028490975831,2.002197088255113,0.7426904712432508,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_d1_ValHR0.6036, LSTM_d2_ValHR0.9541]","(0.0025, 0.04, 0.1)",0.1454912494797127,0.1108630005671695,0.1818334434481608,-0.3086941627292632,0.9454184797270834,0.8641338465489807,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_d1_ValHR0.6036, LSTM_d2_ValHR0.9541]","(0.0025, 0.04, 0.1)",0.1454912494797127,0.1108630005671695,0.1818334434481608,-0.3086941627292632,0.9454184797270834,0.8641338465489807,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_d1_ValHR0.6036, LSTM_d2_ValHR0.9541]","(0.0025, 0.04, 0.1)",0.1454912494797127,0.1108630005671695,0.1818334434481608,-0.3086941627292632,0.9454184797270834,0.8641338465489807,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_c1_ValHR0.8000, LSTM_d1_ValHR0.6036]","(0.0025, 0.04, 0.1)",0.1442767392793904,0.1124500723953966,0.2006758646891874,-0.169674435353696,1.2833035678884517,0.7950232659472871,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_c1_ValHR0.8000, LSTM_d1_ValHR0.6036]","(0.0025, 0.04, 0.1)",0.1442767392793904,0.1124500723953966,0.2006758646891874,-0.169674435353696,1.2833035678884517,0.7950232659472871,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_c1_ValHR0.8000, LSTM_d1_ValHR0.6036]","(0.0025, 0.04, 0.1)",0.1442767392793904,0.1124500723953966,0.2006758646891874,-0.169674435353696,1.2833035678884517,0.7950232659472871,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_c1_ValHR0.8000],"(0.0025, 0.04, 0.1)",0.1383380587749962,0.0874870221868431,0.1944035830045268,-0.2804650326269047,0.8540920632961067,0.7957186733912073,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_c1_ValHR0.8000],"(0.0025, 0.04, 0.1)",0.1383380587749962,0.0874870221868431,0.1944035830045268,-0.2804650326269047,0.8540920632961067,0.7957186733912073,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_c1_ValHR0.8000],"(0.0025, 0.04, 0.1)",0.1383380587749962,0.0874870221868431,0.1944035830045268,-0.2804650326269047,0.8540920632961067,0.7957186733912073,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_c1_ValHR0.8000],"(0.0025, 0.04, 0.1)",0.1383380587749962,0.0874870221868431,0.1944035830045268,-0.2804650326269047,0.8540920632961067,0.7957186733912073,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_d2_ValHR0.9541, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.1340346082478652,0.1020830299644022,0.1836293198102658,-0.1362402667096735,1.251130967112123,0.8221479216764562,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_d2_ValHR0.9541, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.1340346082478652,0.1020830299644022,0.1836293198102658,-0.1362402667096735,1.251130967112123,0.8221479216764562,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_d2_ValHR0.9541, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.1340346082478652,0.1020830299644022,0.1836293198102658,-0.1362402667096735,1.251130967112123,0.8221479216764562,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_d1_ValHR0.6036, LSTM_d2_ValHR0.9541, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.1115088387871173,0.078040581005629,0.155918564496912,-0.1563044437493547,0.8036544054569955,0.7798507090327335,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_d1_ValHR0.6036, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.086753762720881,0.0554406616680991,0.1389635047610506,-0.1400801686663766,0.5818170813060796,0.6879735742840964,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_d1_ValHR0.6036, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.086753762720881,0.0554406616680991,0.1389635047610506,-0.1400801686663766,0.5818170813060796,0.6879735742840964,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
"[LSTM_d1_ValHR0.6036, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.086753762720881,0.0554406616680991,0.1389635047610506,-0.1400801686663766,0.5818170813060796,0.6879735742840964,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_d3_ValHR0.9904],"(0.0025, 0.04, 0.1)",0.0804874124314859,0.0506209783086506,0.1514960532812757,-0.2189273671743809,0.9720034801159492,0.5906492068697631,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_d3_ValHR0.9904],"(0.0025, 0.04, 0.1)",0.0804874124314859,0.0506209783086506,0.1514960532812757,-0.2189273671743809,0.9720034801159492,0.5906492068697631,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_d3_ValHR0.9904],"(0.0025, 0.04, 0.1)",0.0804874124314859,0.0506209783086506,0.1514960532812757,-0.2189273671743809,0.9720034801159492,0.5906492068697631,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_d3_ValHR0.9904],"(0.0025, 0.04, 0.1)",0.0804874124314859,0.0506209783086506,0.1514960532812757,-0.2189273671743809,0.9720034801159492,0.5906492068697631,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_d1_ValHR0.6036],"(0.0025, 0.04, 0.1)",0.0595491776677568,0.0251971408936488,0.1710473814416615,-0.4058581435094304,0.802016206037902,0.4000738680242265,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_d1_ValHR0.6036],"(0.0025, 0.04, 0.1)",0.0595491776677568,0.0251971408936488,0.1710473814416615,-0.4058581435094304,0.802016206037902,0.4000738680242265,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_d1_ValHR0.6036],"(0.0025, 0.04, 0.1)",0.0595491776677568,0.0251971408936488,0.1710473814416615,-0.4058581435094304,0.802016206037902,0.4000738680242265,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_d1_ValHR0.6036],"(0.0025, 0.04, 0.1)",0.0595491776677568,0.0251971408936488,0.1710473814416615,-0.4058581435094304,0.802016206037902,0.4000738680242265,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-09-16
[LSTM_c2_ValHR0.9929],"(0.0025, 0.04, 0.1)",0.31971418966123305,0.26012376680126775,0.26992968624590774,-0.09554036709871055,2.308832682336879,1.2699716357444488,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_c2_ValHR0.9929],"(0.0025, 0.04, 0.1)",0.31971418966123305,0.26012376680126775,0.26992968624590774,-0.09554036709871055,2.308832682336879,1.2699716357444488,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_c2_ValHR0.9929],"(0.0025, 0.04, 0.1)",0.31971418966123305,0.26012376680126775,0.26992968624590774,-0.09554036709871055,2.308832682336879,1.2699716357444488,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_c2_ValHR0.9929],"(0.0025, 0.04, 0.1)",0.31971418966123305,0.26012376680126775,0.26992968624590774,-0.09554036709871055,2.308832682336879,1.2699716357444488,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.2745371793642751,0.22675456286118376,0.22060685124553844,-0.054525736038598574,1.5299047050521184,1.329359260270815,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.2745371793642751,0.22675456286118376,0.22060685124553844,-0.054525736038598574,1.5299047050521184,1.329359260270815,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.2745371793642751,0.22675456286118376,0.22060685124553844,-0.054525736038598574,1.5299047050521184,1.329359260270815,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.2742308486976269,0.22247594398186538,0.23132989462302536,-0.06424017170389033,1.5818329067702634,1.263733852728114,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.2742308486976269,0.22247594398186538,0.23132989462302536,-0.06424017170389033,1.5818329067702634,1.263733852728114,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.2742308486976269,0.22247594398186538,0.23132989462302536,-0.06424017170389033,1.5818329067702634,1.263733852728114,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d1_ValHR0.7568]","(0.0025, 0.04, 0.1)",0.2711951200833605,0.24754988300403521,0.19327582433013427,-0.016874049816088647,1.1015174257512519,1.4887382818224488,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d1_ValHR0.7568]","(0.0025, 0.04, 0.1)",0.2711951200833605,0.24754988300403521,0.19327582433013427,-0.016874049816088647,1.1015174257512519,1.4887382818224488,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d1_ValHR0.7568]","(0.0025, 0.04, 0.1)",0.2711951200833605,0.24754988300403521,0.19327582433013427,-0.016874049816088647,1.1015174257512519,1.4887382818224488,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_c2_ValHR0.9929, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.2566837099368128,0.1939260678970632,0.24239228594556636,-0.04150909495946433,2.004992700545003,1.1409044181857049,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_c2_ValHR0.9929]","(0.0025, 0.04, 0.1)",0.25349795647526524,0.19209751094190533,0.23758069100179102,-0.05400885424118003,1.9120186647920343,1.1422956471009509,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_c2_ValHR0.9929]","(0.0025, 0.04, 0.1)",0.25349795647526524,0.19209751094190533,0.23758069100179102,-0.05400885424118003,1.9120186647920343,1.1422956471009509,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_c2_ValHR0.9929]","(0.0025, 0.04, 0.1)",0.25349795647526524,0.19209751094190533,0.23758069100179102,-0.05400885424118003,1.9120186647920343,1.1422956471009509,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d1_ValHR0.7568, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.25170065473923875,0.2045178591793282,0.22857004910629092,-0.06998310683732621,1.581832912240759,1.183176265946089,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d1_ValHR0.7568, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.24924125971348593,0.21341858450633402,0.21588488015991233,-0.08727025042939644,1.5225206254815644,1.2339780006903351,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.24191853326343735,0.20486168385158549,0.19676402410262603,-0.04747908873109245,1.2545692456879045,1.3291097830398477,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.24191853326343735,0.20486168385158549,0.19676402410262603,-0.04747908873109245,1.2545692456879045,1.3291097830398477,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.24191853326343735,0.20486168385158549,0.19676402410262603,-0.04747908873109245,1.2545692456879045,1.3291097830398477,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_c2_ValHR0.9929],"(0.0025, 0.04, 0.1)",0.24007030604516041,0.1861125165362391,0.22127810725690997,-0.04800983163519078,1.86928193700745,1.177533647125357,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_c2_ValHR0.9929],"(0.0025, 0.04, 0.1)",0.24007030604516041,0.1861125165362391,0.22127810725690997,-0.04800983163519078,1.86928193700745,1.177533647125357,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_c2_ValHR0.9929],"(0.0025, 0.04, 0.1)",0.24007030604516041,0.1861125165362391,0.22127810725690997,-0.04800983163519078,1.86928193700745,1.177533647125357,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_c2_ValHR0.9929],"(0.0025, 0.04, 0.1)",0.24007030604516041,0.1861125165362391,0.22127810725690997,-0.04800983163519078,1.86928193700745,1.177533647125357,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_c2_ValHR0.9929, LSTM_d1_ValHR0.7568]","(0.0025, 0.04, 0.1)",0.2354286527757651,0.1896857004027998,0.2389838724340399,-0.10831798947969633,2.004992672219619,1.0616191323976754,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_c2_ValHR0.9929, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.23177068483516605,0.1834619838180453,0.2607755775922714,-0.12742118747397724,2.3088177008678743,0.9584882003610986,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.23120215294329013,0.19203910168366306,0.19026076436903783,-0.059411129327740994,1.2610396800948067,1.3160242282644508,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.23120215294329013,0.19203910168366306,0.19026076436903783,-0.059411129327740994,1.2610396800948067,1.3160242282644508,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.23120215294329013,0.19203910168366306,0.19026076436903783,-0.059411129327740994,1.2610396800948067,1.3160242282644508,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d1_ValHR0.7568]","(0.0025, 0.04, 0.1)",0.22306776557741217,0.18850054672203498,0.18247128873401391,-0.026525540869841508,1.1680704371587516,1.2978147433287692,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d1_ValHR0.7568]","(0.0025, 0.04, 0.1)",0.22306776557741217,0.18850054672203498,0.18247128873401391,-0.026525540869841508,1.1680704371587516,1.2978147433287692,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d1_ValHR0.7568]","(0.0025, 0.04, 0.1)",0.22306776557741217,0.18850054672203498,0.18247128873401391,-0.026525540869841508,1.1680704371587516,1.2978147433287692,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d2_ValHR0.9727, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.2205670241014636,0.19300702666757835,0.17398164509991992,-0.0069764985993223585,1.1774775899879504,1.3645094317178885,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d1_ValHR0.7568, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.21617019897959788,0.1807035676878494,0.18498039197926172,-0.05601714202946565,1.2518654242719096,1.2573335490114004,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d1_ValHR0.7568, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.21102764568578594,0.1757650555174619,0.1914376385310863,-0.025397320817385216,1.2612169269854385,1.1979026201015666,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.20277036888687178,0.16316769231920844,0.23627581572754527,-0.052629824043832756,2.0049922951588024,0.9167362698991083,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.20277036888687178,0.16316769231920844,0.23627581572754527,-0.052629824043832756,2.0049922951588024,0.9167362698991083,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.20277036888687178,0.16316769231920844,0.23627581572754527,-0.052629824043832756,2.0049922951588024,0.9167362698991083,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_c2_ValHR0.9929, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.20030542026592194,0.1374302520291427,0.2243886051453837,-0.0566006024474091,1.9605475879519934,0.975933963573909,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c2_ValHR0.9929, LSTM_d2_ValHR0.9727, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.19590092083556798,0.15186005996435814,0.2341744247723915,-0.21624925755792473,1.5818328682076173,0.9194557741769801,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d2_ValHR0.9727, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.18842794149006292,0.15194607963110146,0.19265354739963864,-0.12744307491316734,1.3038224544214339,1.0558781832044648,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_c2_ValHR0.9929, LSTM_d1_ValHR0.7568]","(0.0025, 0.04, 0.1)",0.18828283577548285,0.13666303622631817,0.2007649776644459,-0.061237810024321104,1.5128298900024193,1.0126815291065028,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_c2_ValHR0.9929, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.18365749476661297,0.1425266509257589,0.18627193662141842,-0.04877947544982317,1.3699064679734339,1.0739567495391116,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.1821515120197132,0.1276099366380384,0.2625533675921652,-0.12237569198340201,2.395496439457247,0.7459634786531641,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.1821515120197132,0.1276099366380384,0.2625533675921652,-0.12237569198340201,2.395496439457247,0.7459634786531641,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.1821515120197132,0.1276099366380384,0.2625533675921652,-0.12237569198340201,2.395496439457247,0.7459634786531641,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d1_ValHR0.7568, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.18104099752656377,0.1536532467163245,0.1943946634990199,-0.10145028368262898,1.2630416175496209,1.002078748693092,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d2_ValHR0.9727],"(0.0025, 0.04, 0.1)",0.17540563989235006,0.14264275549604302,0.164779753468655,-0.138537979704322,0.7491551865504859,1.1188352586177122,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d2_ValHR0.9727],"(0.0025, 0.04, 0.1)",0.17540563989235006,0.14264275549604302,0.164779753468655,-0.138537979704322,0.7491551865504859,1.1188352586177122,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
