Price,Datetime,Close,High,Low,Open,Volume,MA5,MA30,MA90
Ticker,,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,,,
0,1927-12-30,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,17.65999984741211,17.65999984741211,17.65999984741211
1,1928-01-03,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,0,17.710000038146973,17.710000038146973,17.710000038146973
2,1928-01-04,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,0,17.739999771118164,17.713333129882812,17.713333129882812
3,1928-01-05,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,17.676666259765625,17.672499656677246,17.672499656677246
4,1928-01-06,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,17.672499656677246,17.66999969482422,17.66999969482422
5,1928-01-09,17.5,17.5,17.5,17.5,0,17.56999969482422,17.641666412353516,17.641666412353516
6,1928-01-10,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,0,17.510000228881836,17.602857044764928,17.602857044764928
7,1928-01-11,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,17.406667073567707,17.571249961853027,17.571249961853027
8,1928-01-12,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,0,17.422500133514404,17.559999889797634,17.559999889797634
9,1928-01-13,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,17.454000091552736,17.561999893188478,17.561999893188478
10,1928-01-16,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,0,17.446666717529297,17.5372727134011,17.5372727134011
11,1928-01-17,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,17.390000025431316,17.517499923706055,17.517499923706055
12,1928-01-18,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,17.28333346048991,17.49769225487342,17.49769225487342
13,1928-01-19,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,17.307499885559082,17.489285605294363,17.489285605294363
14,1928-01-20,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0,17.341999816894532,17.488666534423828,17.488666534423828
15,1928-01-23,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,17.49999936421712,17.498124837875366,17.498124837875366
16,1928-01-24,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,0,17.60999933878581,17.51058802885168,17.51058802885168
17,1928-01-25,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,0,17.623332977294922,17.51111094156901,17.51111094156901
18,1928-01-26,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,17.624999523162842,17.51736821626362,17.51736821626362
19,1928-01-27,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,0,17.637999725341796,17.52599983215332,17.52599983215332
20,1928-01-30,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,17.60333315531413,17.51749982833862,17.5242855435326
21,1928-01-31,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,17.583333333333332,17.519999821980793,17.5263634595004
22,1928-02-01,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,0,17.53000005086263,17.52045440673828,17.526521599811055
23,1928-02-02,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,17.554999828338623,17.514545267278496,17.530833164850872
24,1928-02-03,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,17.523999786376955,17.499999826604668,17.525599822998046
25,1928-02-06,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,0,17.49333318074544,17.487618945893786,17.522692166841946
26,1928-02-07,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,17.43000030517578,17.485454472628508,17.51962951377586
27,1928-02-08,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,17.46000035603841,17.484999916770242,17.518571308680944
28,1928-02-09,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,17.482500076293945,17.49318166212602,17.519655030349206
29,1928-02-10,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,0,17.494000244140626,17.50181805003773,17.52033322652181
30,1928-02-14,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,17.49000072479248,17.496666590372723,17.517741849345544
31,1928-02-15,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,17.420000076293945,17.50190462384905,17.51406240463257
32,1928-02-16,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,17.39666684468587,17.50428563072568,17.50909082817309
33,1928-02-17,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344,0,17.30750036239624,17.493809472946893,17.49529406603645
34,1928-02-20,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,0,17.11333401997884,17.473000049591064,17.479714257376536
35,1928-02-21,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0,17.033334096272785,17.45571436200823,17.469444433848064
36,1928-02-23,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,0,17.06333351135254,17.41750011444092,17.460270237278294
37,1928-02-24,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,0,17.09250020980835,17.400500106811524,17.45289471274928
38,1928-02-27,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0,17.140000025431316,17.357894897460938,17.444102556277546
39,1928-02-28,17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211,0,17.150000254313152,17.348000144958498,17.436999988555907
40,1928-02-29,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,17.176666895548504,17.33650016784668,17.432682921246784
41,1928-03-01,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,17.207499980926514,17.323000144958495,17.429523785909016
42,1928-03-02,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,17.22599983215332,17.311500072479248,17.426511587098588
43,1928-03-05,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,17.389999389648438,17.30368433500591,17.429772680455986
44,1928-03-06,17.670000076293945,17.670000076293945,17.670000076293945,17.670000076293945,0,17.513333002726238,17.322000122070314,17.435111067030164
45,1928-03-07,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,17.606666564941406,17.328500080108643,17.43826082478399
46,1928-03-08,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,17.614999771118164,17.338500022888184,17.44255313467472
47,1928-03-09,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0,17.677999877929686,17.360500049591064,17.45270828406016
48,1928-03-12,18.0,18.0,18.0,18.0,0,17.856666564941406,17.374736886275443,17.46387750275281
49,1928-03-13,17.920000076293945,17.920000076293945,17.920000076293945,17.920000076293945,0,17.950000127156574,17.40200004577637,17.47299995422363
50,1928-03-14,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0,17.950000127156574,17.427142915271578,17.481960745418775
51,1928-03-15,18.06999969482422,18.06999969482422,18.06999969482422,18.06999969482422,0,17.980000019073486,17.457142875308083,17.493269186753494
52,1928-03-16,18.260000228881836,18.260000228881836,18.260000228881836,18.260000228881836,0,18.036000061035157,17.498095285324823,17.507735810189878
53,1928-03-19,18.360000610351562,18.360000610351562,18.360000610351562,18.360000610351562,0,18.230000178019207,17.57150001525879,17.523518491674352
54,1928-03-20,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,0,18.359999974568684,17.613809494745162,17.540545411543413
55,1928-03-21,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,0,18.489999771118164,17.69476182120187,17.560357093811035
56,1928-03-22,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,0,18.517499923706055,17.765714191255114,17.57859644973487
57,1928-03-23,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,0,18.570000076293944,17.81181812286377,17.599310315888502
58,1928-03-26,19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,0,18.81000010172526,17.933333260672434,17.62389826370498
