date,close
2014-10-23 16:00:00,19.859245714285716
2014-10-24 16:00:00,19.884132190476194
2014-10-27 16:00:00,19.81381797961075
2014-10-28 16:00:00,19.973172810943588
2014-10-29 16:00:00,20.082830906396296
2014-10-30 16:00:00,20.175478111845912
2014-10-31 16:00:00,20.190042298427173
2014-11-03 16:00:00,20.605180163599183
2014-11-04 16:00:00,20.391585071574642
2014-11-05 16:00:00,20.350521928450373
2014-11-06 16:00:00,20.22320247716557
2014-11-07 16:00:00,20.216228709813603
2014-11-10 16:00:00,20.310220942944994
2014-11-11 16:00:00,20.33940714041681
2014-11-12 16:00:00,20.24766484704577
2014-11-13 16:00:00,20.185804902967575
2014-11-14 16:00:00,20.165204406998694
2014-11-17 16:00:00,20.85324406779661
2014-11-18 16:00:00,20.722249598000868
2014-11-19 16:00:00,20.723926714041752
2014-11-20 16:00:00,20.720361769934218
2014-11-21 16:00:00,20.85352096777002
2014-11-24 16:00:00,21.239740740740743
2014-11-25 16:00:00,21.34233344518163
2014-11-26 16:00:00,21.418488303388415
2014-11-27 16:00:00,21.541774349962253
2014-11-28 16:00:00,21.602415633421412
2014-12-01 16:00:00,21.654387186629528
2014-12-02 16:00:00,21.56772892620863
2014-12-03 16:00:00,21.521534994971873
2014-12-04 16:00:00,21.43328201021362
2014-12-05 16:00:00,21.891273584102333
2014-12-08 16:00:00,21.445957726508052
2014-12-09 16:00:00,21.32597126131899
2014-12-10 16:00:00,21.295647507545993
2014-12-11 16:00:00,21.1889189247173
2014-12-12 16:00:00,21.09521419034526
2014-12-15 16:00:00,19.34137676792829
2014-12-16 16:00:00,19.903296372129823
2014-12-17 16:00:00,20.18338693716218
2014-12-18 16:00:00,20.646358681186083
2014-12-19 16:00:00,20.801022228291316
2014-12-22 16:00:00,21.039062260226483
2014-12-23 16:00:00,21.047042449647524
2014-12-24 16:00:00,21.075321045879004
2014-12-25 16:00:00,21.10616965521528
2014-12-26 16:00:00,21.143109902976736
2014-12-29 16:00:00,20.95839492919141
2014-12-30 16:00:00,20.850030964595703
2014-12-31 16:00:00,20.788211497228
2015-01-01 16:00:00,20.6761738003791
2015-01-02 16:00:00,20.62228183864471
2015-01-05 16:00:00,19.81451590909091
2015-01-06 16:00:00,19.81389402431857
2015-01-07 16:00:00,19.865562796727954
2015-01-08 16:00:00,19.968900341546718
2015-01-09 16:00:00,20.13738431213446
2015-01-12 16:00:00,20.050139130434783
2015-01-13 16:00:00,20.24065456521739
2015-01-14 16:00:00,20.276169349712408
2015-01-15 16:00:00,20.411039639567477
2015-01-16 16:00:00,20.419414337898672
2015-01-19 16:00:00,20.717182385769096
